998.1409912,436.0629883
1007.421936,433.1889954
1017.144958,435.4214783
1026.829712,437.5707092
1036.833313,437.4415588
1046.828247,436.9873962
1056.827026,436.6881409
1066.815308,437.2306519
1076.81897,437.1407166
1086.792603,436.3812256
1096.531982,434.2143555
1089.192505,431.8486023
1079.547852,429.3305969
1069.798828,431.3232727
1060.173828,431.3955688
1050.381836,429.631073
1040.683655,431.8721619
1031.292847,435.1636353
1028.603394,440.314209
1037.16394,445.463623
1046.593262,448.7464905
1056.528564,449.6538086
1066.510132,448.9703674
1076.046753,446.1741333
1084.782227,441.2994385
1093.378906,436.1806335
1101.412842,436.1117249
1100.866211,446.0775452
1106.086304,439.8163757
1110.028931,430.6428528
1110.998535,420.7009888
1110.127441,410.7473755
1105.884644,401.8513794
1098.547485,395.0732117
1090.668213,388.9122009
1087.203491,379.5585327
1083.961182,370.0930786
1080.865356,360.5788269
1078.045166,350.9799194
1080.020996,343.9863586
1088.948975,348.4504089
1097.560913,353.515564
1107.378418,352.5785217
1116.576416,348.6668396
1125.265137,343.7128601
1124.945923,336.0154419
1116.021118,334.1317139
1106.916748,338.0454712
1096.94751,338.0892029
1087.111328,336.2833252
1077.445557,333.7045288
1073.67627,326.2370605
1072.650269,316.2861328
1073.388306,306.3481445
1078.416138,297.8677979
1086.34729,291.775238
1095.040649,286.8555908
1104.736572,284.6578369
1114.52771,286.4351501
1122.333496,292.4461975
1128.849609,300.037384
1135.101318,307.848877
1136.625488,315.7379761
1129.700195,322.9366455
1121.303467,320.9089966
1113.576294,314.5545654
1104.931152,309.6716309
1094.980347,310.4853516
1085.213013,312.6170044
1077.935791,318.6030884
1075.476074,328.2671509
1082.750977,322.7839661
1089.112671,328.2309875
1098.005493,325.5440979
1099.914307,318.1804199
1109.176758,321.8177795
1117.668701,327.1017761
1126.496094,331.6242981
1135.595825,335.7729797
1143.932129,341.2644653
1147.967041,349.9360352
1148.169678,359.939209
1148.535767,369.9378662
1157.081543,371.4331665
1166.953247,369.8981628
1176.036987,365.8410034
1181.727295,357.8517761
1182.232544,347.905426
1180.551636,338.0509338
1177.920776,328.3989868
1175.257202,318.756958
1179.029785,311.7507324
1187.052246,305.8795776
1193.751099,298.4541626
1199.108154,291.2190857
1190.19751,295.7061768
1180.558716,298.3496094
1177.52356,297.2821045
1183.550781,289.3407288
1187.982422,280.3786011
1191.221558,270.9204102
1192.492188,261.0290833
1192.387207,251.0914612
1185.992554,243.6320953
1177.271118,238.7502747
1179.691162,233.2151184
1184.247314,224.3901215
1185.665283,214.5149384
1184.859497,204.5574646
1182.333252,194.8876343
1178.350098,185.7194061
1173.063721,177.2351837
1166.599854,169.6107178
1158.547119,163.7706604
1149.034302,164.4240265
1147.416382,162.5838318
1148.538574,152.6560211
1147.601196,142.7174835
1144.098267,133.384491
1137.901978,125.5812683
1129.886353,119.6349716
1120.574097,116.0795441
1110.626709,115.6091232
1107.306152,109.6243362
1104.225098,100.1696091
1097.658936,92.71544647
1088.796875,88.16732788
1078.90686,87.26646423
1069.31311,89.97286224
1060.579224,94.82910156
1054.400146,96.59179688
1054.769897,86.77944183
1051.255859,77.43274689
1046.328369,68.73088455
1040.596069,60.53425217
1040.150879,69.79205704
1037.407104,79.37858963
1031.786682,87.59306335
1023.501831,93.03683472
1013.662476,92.9250412
1004.708618,88.52353668
996.4136963,82.93001175
987.9683838,77.57149124
978.8144531,73.5831871
968.9421387,72.1709404
959.031189,73.29463577
949.949707,77.37596893
942.937561,84.42198944
934.798645,81.08526611
924.8713989,81.60924911
915.4224854,84.85126495
906.8754883,90.00201416
900.2845459,97.45781708
897.2915649,106.9014893
887.6988525,107.9512634
878.149353,110.8845749
869.2526245,115.4391251
861.2352905,121.3924637
855.1134033,129.263031
851.2910767,138.4822159
849.5982056,148.3259888
846.6433716,156.5850372
838.7288818,162.682663
831.9421387,170.0206146
826.3163452,178.2843323
822.4407349,187.4832611
820.418457,197.2714233
819.7266235,207.247406
820.0428467,217.2445374
821.2001953,227.149826
814.3271484,234.3968658
809.0272827,242.8613586
805.8804932,252.3274689
806.3812866,262.2355804
810.1705322,271.4688568
815.6453857,279.8322754
819.9923706,286.9455261
811.4408569,292.09552
805.5720215,299.9856567
805.2926636,309.9248962
807.8734741,319.5680237
812.4691772,328.4360962
818.6802368,336.2624817
826.1448975,342.9083557
823.3141479,352.2036133
823.8685913,362.1500244
826.8619385,371.6826782
831.0576172,380.7630005
837.4533691,388.3065796
846.1279297,393.2532654
855.5053711,396.7213135
861.0991821,404.4066772
863.8857422,413.9652405
858.3297729,420.8434753
849.0072021,424.4144897
841.3679199,430.759491
837.3287964,439.8196411
836.5529175,449.7797546
835.2124634,459.6914978
833.2858887,469.5089722
831.0707397,479.2660217
828.6811523,488.9817505
826.1800537,498.6695251
823.6056519,508.3380127
820.9924316,517.9962158
818.3815918,527.6548462
815.1810913,536.6658325
806.0982666,540.7729492
798.4728394,547.2102661
792.4454956,555.1760254
787.9797974,564.1136475
785.414978,573.5044556
777.3848267,579.2872314
768.298645,583.4241333
759.9736938,588.9675903
752.0250854,595.0432129
744.3110352,601.4146729
736.7747803,607.9956055
729.3956299,614.7518921
722.180481,621.6834717
715.1903687,628.8411865
708.6688843,636.4234619
701.3242798,643.2099609
693.5899048,649.5571899
685.7804565,655.8116455
678.0135498,662.1188965
670.3873291,668.5952759
663.0324707,675.3770142
656.2093506,682.6890259
650.3759766,690.8106689
645.0517578,699.28125
639.9811401,707.9064941
635.1200562,716.6513062
630.4571533,725.503479
625.9936523,734.4578247
621.7402954,743.5140991
617.7149658,752.6737061
613.9424438,761.9402466
610.456543,771.3181152
607.3043823,780.8137207
604.5459595,790.4303589
602.2657471,800.1711426
600.581665,810.0318604
599.6598511,819.9915161
599.409729,829.9937134
599.1696167,839.9960938
598.9138184,849.998291
598.6456299,860.0003052
598.3689575,870.0018311
598.0881348,880.0032959
